item_id,item_name,item_type,beta
159901,易方达深100ETF,3,1.01675052079
159902,华夏中小板ETF,3,0.948418605428
159903,南方深成ETF,3,1.03335752028
159905,工银深红利ETF,3,1.04429867737
159906,大成深成长ETF,3,0.908550461388
159907,广发300ETF,3,0.935410587871
159908,博时深证200ETF,3,1.02598606101
159909,招商深证TMT50ETF,3,0.905759377502
159910,嘉实深证120ETF,3,1.04451235867
159911,鹏华深证民营ETF,3,0.956487450466
159912,汇添富300ETF,3,0.974411085404
159913,交银300价值ETF,3,1.04742904592
159915,易方达创业板ETF,3,0.850326264985
159916,建信深证60ETF,3,1.03939817774
159917,国泰300成长ETF,3,0.894325981535
159918,嘉实中创400ETF,3,0.918291158014
159919,嘉实沪深300ETF,3,0.998402284051
159920,华夏恒生ETF,3,0.399532636635
159921,诺安中小板ETF,3,0.861327677601
159922,嘉实中证500ETF,3,0.9743630764
159923,大成100ETF,3,0.978457698123
159924,景顺300等权ETF,3,1.00081317592
159925,南方300ETF,3,1.00063468283
159926,嘉实国债ETF,3,0.00458550155353
159927,鹏华300ETF,3,0.995562435217
159928,汇添富消费ETF,3,0.941634478569
159929,汇添富医药ETF,3,0.75238157493
159930,汇添富能源ETF,3,0.956217376046
159931,汇添富金融ETF,3,1.03665521064
160105,南方积配,2,0.694577469613
160106,南方高增,2,0.788351960546
160119,南方500ETF联接A,2,0.93672188757
160123J,南方50债A,2,0.00107289668166
160130,南方永利A,2,0.156146817867
160211,国泰小盘,2,0.850789093602
160212,国泰优势,2,0.804440057663
160215,国泰价值,2,0.95432389119
160311,华夏蓝筹,2,0.799614245444
160314,华夏行业,2,0.79951279193
160415,华安深证300,2,0.925987565331
160416,华安石油,2,0.0157839688756
160505,博时主题,2,0.892981937052
160512,博时卓越,2,0.712563235188
160513,博时稳健A,2,0.125738041164
160607,鹏华价值,2,0.856836989073
160610,鹏华动力,2,0.776738016079
160611,鹏华治理,2,0.895201898706
160613,鹏华创新,2,0.878016918424
160615,鹏华300,2,0.983279436753
160616,鹏华500,2,0.934022143339
160617,鹏华丰润,2,0.0316835942991
160706,嘉实沪深300ETF联接,2,0.945513640237
160716,嘉实中证50,2,0.862078235744
160717,嘉实恒生H股,2,0.607347341233
160719,嘉实黄金,2,-0.0294067172696
160720,嘉实中期企债A,2,0.00620507940649
160805,长盛同智,2,0.710606750874
160806,长盛800,2,0.95669435659
160807,长盛300,2,0.949807885324
160810,长盛同丰,2,0.00721730928473
160910,大成创新,2,0.901156766912
160915,大成景丰,2,0.147919287474
160916,大成优选,2,0.872205989871
161005,富国天惠A,2,0.898477823028
161010,富国天丰,2,0.0963114208934
161015,富国天盈,2,0.0145404279419
161017,富国500,2,0.940914635226
161115,易方达岁丰,2,0.166142484376
161119,易方达综债A,2,0.00376570144672
161210,国投新兴,2,0.255717653097
161213,国投消费,2,0.896112354639
161216,国投双债A,2,0.0652958699763
161217,国投资源,2,0.92808916831
161219,国投产业,2,0.681327550949
161505,银河通利A,2,0.0516225554696
161607,融通巨潮,2,0.939313416828
161610,融通领先,2,0.861049622236
161614,融通添利,2,0.00380634138122
161706,招商成长,2,0.806234605414
161810,银华内需,2,0.908663625927
161813,银华信用,2,-0.00425399634934
161820,银华纯债,2,0.00621365811098
161821,银华50A,2,0.00599977727166
161903,万家优选,2,0.648528625278
161907,万家红利,2,0.89971614723
161908,万家添利,2,0.0256960458117
162006,长城久富,2,0.890503861111
162207,泰达效率,2,0.635033356688
162307,海富通100,2,0.933750219401
162411,华宝油气,2,-0.0406136467217
162605,景顺鼎益,2,0.829853520225
162607,景顺资源,2,0.842721547273
162703,广发小盘,2,0.946921010197
162711,广发500ETF联接A,2,0.93008157134
162712,广发聚利,2,0.0151983563393
163001J,长信100,2,0.891258735365
163110,申万量化,2,0.85031796188
163112,申万债券,2,0.0527510165796
163208,诺安油气,2,-0.0466995857668
163302,大摩资源,2,0.861102676737
163402,兴全趋势,2,0.738262226164
163407,兴全300,2,0.980222354728
163409,兴全绿色,2,0.87143155974
163412,兴全轻资产,2,0.761580514818
163415,兴全模式,2,0.954926978125
163503,天治核心,2,0.836350460268
163801,中银中国,2,0.533040830904
163821,中银300,2,0.964314601615
164105,华富强债,2,0.187198211831
164205J,天弘深成,2,0.976122462366
164606,华泰信用,2,0.00958607864761
164701,汇添富贵金,2,-0.00596008631347
164808,工银四季,2,0.0376524222917
164815J,工银资源,2,0.0552765417664
164902,交银添利,2,0.129128551052
165309,建信300,2,0.951562993117
165311,建信信用A,2,0.0237118995125
165313,建信优势,2,0.781482001996
165508,信诚深度,2,0.875296984768
165509,信诚强债,2,0.0139076293076
165512,信诚机遇,2,0.882314269157
165516,信诚周期,2,0.774006617325
165806,东吴100,2,0.966599600599
166001,中欧新趋势A,2,0.81164012148
166006J,中欧小盘,2,0.781736680587
166007,中欧300A,2,0.91178052564
166008,中欧强债A,2,0.0473019832944
166009,中欧新动力A,2,0.826878790751
167901,华宸300,2,0.928205812094
