item_id,item_name,item_type,beta
159901,易方达深100ETF,3,0.943592814809
159902,华夏中小板ETF,3,0.841665477704
159903,南方深成ETF,3,0.926588371653
159905,工银深红利ETF,3,0.993096112898
159906,大成深成长ETF,3,0.714847530655
159907,广发300ETF,3,0.835694683072
159908,博时深证200ETF,3,0.906984912902
159909,招商深证TMT50ETF,3,0.80677948644
159910,嘉实深证120ETF,3,0.92629804538
159911,鹏华深证民营ETF,3,0.877290484336
159912,汇添富300ETF,3,0.906533481538
159913,交银300价值ETF,3,0.963166630544
159915,易方达创业板ETF,3,0.810898660923
159916,建信深证60ETF,3,0.957123719041
159918,嘉实中创400ETF,3,0.724993366515
159919,嘉实沪深300ETF,3,0.995399401557
159920,华夏恒生ETF,3,0.277168140328
159921,诺安中小板ETF,3,0.779392924555
159922,嘉实中证500ETF,3,0.887281713832
159923,大成100ETF,3,0.976812963018
159924,景顺300等权ETF,3,0.971422211009
159925,南方300ETF,3,0.999040484311
159926,嘉实国债ETF,3,0.00177400543756
159927,鹏华300ETF,3,0.992764918742
159928,汇添富消费ETF,3,0.865591123293
159929,汇添富医药ETF,3,0.813654878709
159930,汇添富能源ETF,3,0.953634935658
159931,汇添富金融ETF,3,0.994533767683
159932,大成500深ETF,3,0.834017629024
159933,国投金地ETF,3,0.977316473215
159934,易方达黄金ETF,3,-0.00659440606862
159935,景顺中证500ETF,3,0.889692345891
159936,广发可选消费ETF,3,0.814509080434
159937,博时黄金ETF,3,-0.00761512991407
160105,南方积配,2,0.815170755348
160106,南方高增,2,0.875307761807
160119,南方500ETF联接A,2,0.858038120402
160123J,南方50债A,2,0.00212894985361
160130,南方永利A,2,0.537602755376
160131,南方聚利A,2,-0.00318365707183
160133,南方天元,2,0.838959617902
160211,国泰小盘,2,0.873500090172
160212,国泰优势,2,0.896064478598
160215,国泰价值,2,0.916723632677
160220,国泰民益A,2,0.0165632555598
160311,华夏蓝筹,2,0.791547256156
160314,华夏行业,2,0.81599489667
160415,华安深证300,2,0.88932302138
160416,华安石油,2,0.101192859521
160505,博时主题,2,0.906162206943
160512,博时卓越,2,0.8063485702
160513,博时稳健A,2,0.111884788016
160515,博时安丰18债A,2,0.00492472836863
160607,鹏华价值,2,0.906101308515
160610,鹏华动力,2,0.837303242289
160611,鹏华治理,2,0.813409958629
160613,鹏华创新,2,0.916707562537
160615,鹏华300,2,0.98976597367
160616,鹏华500,2,0.936452003472
160617,鹏华丰润,2,0.159906772823
160706,嘉实沪深300ETF联接,2,0.943574778782
160716,嘉实中证50,2,0.907920628009
160717,嘉实恒生H股,2,0.437387284214
160719,嘉实黄金,2,-0.00201797658057
160720,嘉实中期企债A,2,0.00157972401204
160805,长盛同智,2,0.802447850719
160806,长盛800,2,0.980120237989
160807,长盛300,2,1.0025177687
160810,长盛同丰,2,0.00606341859327
160812,长盛同益,2,0.834285062264
160910,大成创新,2,0.867807360537
160915,大成景丰,2,0.352104256615
160916,大成优选,2,0.789436231014
160918,大成中小盘,2,0.806471636768
161005,富国天惠A,2,0.84277744102
161010,富国天丰,2,0.115529725906
161015,富国天盈,2,0.0864518650553
161017,富国500,2,0.817670400201
161115,易方达岁丰,2,0.262966698795
161119,易方达综债A,2,0.000520373567094
161213,国投消费,2,0.909976824749
161216,国投双债A,2,0.0905666109179
161217,国投资源,2,1.02622733545
161219,国投产业,2,0.670851203416
161505,银河通利A,2,0.244838373174
161607,融通巨潮,2,0.987999949464
161610,融通领先,2,0.790425537354
161614,融通添利,2,0.0174336691151
161706,招商成长,2,0.878990336507
161810,银华内需,2,0.90924938414
161813,银华信用,2,0.0682156478562
161815,银华通胀,2,0.108345583806
161820,银华纯债,2,-0.00191861213316
161821,银华50A,2,0.00209891454434
161831,银华H股,2,0.442393327713
161903,万家优选,2,0.849923202869
161907,万家红利,2,1.01075857376
161908,万家添利,2,0.0454967082703
162006,长城久富,2,0.953968476789
162207,泰达效率,2,0.72841773114
162307,海富通100,2,0.945818419567
162308,海富通增利,2,0.376183962035
162411,华宝油气,2,0.116480086908
162605,景顺鼎益,2,0.877533473217
162607,景顺资源,2,0.887694052215
162703,广发小盘,2,0.84530991776
162711,广发500ETF联接A,2,0.841057694537
162712,广发聚利,2,0.177945322788
162715,广发聚源A,2,-0.00187390472636
163110,申万量化,2,0.864480625648
163302,大摩资源,2,0.717599124495
163402,兴全趋势,2,0.547097606839
163407,兴全300,2,0.980961950768
163409,兴全绿色,2,0.85789160494
163412,兴全轻资产,2,0.703382713703
163415,兴全模式,2,0.871406769926
163503,天治核心,2,0.916598890086
163801,中银中国,2,0.782515744533
163821,中银300,2,0.960043600643
163824,中银盛利,2,0.0294171160703
164105,华富强债,2,0.234731579397
164606,华泰信用,2,0.0929053386519
164701,汇添富贵金,2,0.0158836095821
164705,汇添富恒生,2,0.266148622956
164808,工银四季,2,0.151090695603
164815J,工银资源,2,0.0827907160392
164902,交银添利,2,0.0861038346788
165309,建信300,2,0.968097320266
165311,建信信用A,2,0.147653647842
165313,建信优势,2,0.768110729783
165508,信诚深度,2,1.09303931621
165509,信诚强债,2,0.183898595135
165512,信诚机遇,2,0.827235762122
165516,信诚周期,2,0.840296625693
165806,东吴100,2,0.973098078709
166001,中欧新趋势A,2,0.820325043575
166007,中欧300A,2,0.954011225947
166008,中欧强债A,2,0.0787166679395
166009,中欧新动力A,2,0.782581671245
167901,华宸300,2,0.947483131256
