item_id,item_name,item_type,beta
159901,易方达深100ETF,3,1.02897179595
159902,华夏中小板ETF,3,0.905093126863
159903,南方深成ETF,3,1.02932691455
159905,工银深红利ETF,3,1.00067716476
159906,大成深成长ETF,3,0.77421951903
159907,广发300ETF,3,0.91758523767
159908,博时深证200ETF,3,1.01463279974
159909,招商深证TMT50ETF,3,0.840564507616
159910,嘉实深证120ETF,3,1.01860215551
159911,鹏华深证民营ETF,3,0.942316304273
159912,汇添富300ETF,3,0.991235221204
159913,交银300价值ETF,3,1.05059655916
159915,易方达创业板ETF,3,0.844324398489
159916,建信深证60ETF,3,1.02346464807
159917,国泰300成长ETF,3,0.89408706249
159918,嘉实中创400ETF,3,0.918457379479
159919,嘉实沪深300ETF,3,0.995340276549
160105,南方积配,2,0.641866683764
160106,南方高增,2,0.756230497177
160123J,南方50债A,2,0.00241339933901
160211,国泰小盘,2,0.731072905071
160215,国泰价值,2,0.910437578902
160311,华夏蓝筹,2,0.744149089629
160314,华夏行业,2,0.647493563895
160415,华安深证300,2,0.946535301542
160416,华安石油,2,0.18302742295
160505,博时主题,2,0.867903761317
160512,博时卓越,2,0.742020551683
160513,博时稳健A,2,0.0331573644815
160607,鹏华价值,2,0.681435215199
160610,鹏华动力,2,0.60168549058
160611,鹏华治理,2,0.711039177587
160613,鹏华创新,2,0.785039030933
160615,鹏华300,2,0.961852454292
160616,鹏华500,2,0.917080251041
160617,鹏华丰润,2,0.0196279462639
160716,嘉实中证50,2,0.89297858851
160717,嘉实恒生H股,2,0.574329877255
160719,嘉实黄金,2,0.111705440968
160805,长盛同智,2,0.537834832708
160806,长盛800,2,0.929203257493
160807,长盛300,2,0.933350027996
160910,大成创新,2,0.797556996711
160915,大成景丰,2,0.171661887292
161005,富国天惠A,2,0.803439736614
161010,富国天丰,2,0.0866243988953
161015,富国天盈,2,0.00474623823469
161017,富国500,2,0.917084151027
161115,易方达岁丰,2,0.130402720998
161211J,国投金融,2,1.10455686785
161213,国投消费,2,0.719151237565
161216,国投双债A,2,0.0867674324759
161217,国投资源,2,0.971944625466
161219,国投产业,2,0.564717553075
161505,银河通利A,2,0.0129427561099
161607,融通巨潮,2,0.963435792889
161610,融通领先,2,0.786328959704
161614,融通添利,2,0.00540131322823
161706,招商成长,2,0.748918546005
161714,招商金砖,2,0.362192833845
161810,银华内需,2,0.840125503952
161811J,银华300,2,0.968179010844
161813,银华信用,2,0.0149317727386
161903J,万家公用,2,0.747270514362
161907,万家红利,2,0.953745397843
161908,万家添利,2,0.0443382741813
162006,长城久富,2,0.574945884625
162207,泰达效率,2,0.484309038478
162307,海富通100,2,0.946828501121
162411,华宝油气,2,0.246198067797
162605,景顺鼎益,2,0.734543207589
162607,景顺资源,2,0.789951314743
162703,广发小盘,2,0.930995332431
162711,广发500ETF联接A,2,0.904170122025
162712,广发聚利,2,0.068346499476
163001J,长信100,2,0.8792979237
163110,申万量化,2,0.862867068614
163302,大摩资源,2,0.483103023656
163402,兴全趋势,2,0.686057445255
163407,兴全300,2,0.949744600467
163409,兴全绿色,2,0.742179085526
163412,兴全轻资产,2,0.732742563844
163503,天治核心,2,0.700471573468
163801,中银中国,2,0.565976109269
164105,华富强债,2,0.041325287092
164205J,天弘深成,2,1.00225826642
164606,华泰信用,2,0.00945395840183
164701,汇添富贵金,2,0.124927350975
164808,工银四季,2,0.037875102914
164902,交银添利,2,0.115116858602
165309,建信300,2,0.951150233614
165311,建信信用A,2,0.0491041057162
165508,信诚深度,2,0.760656935444
165509,信诚强债,2,0.0277660672885
165512,信诚机遇,2,0.809064424162
165806,东吴100,2,0.982151799353
166001,中欧新趋势A,2,0.773666302069
166006J,中欧小盘,2,1.06085879818
166007,中欧300A,2,0.94607665983
166008,中欧强债A,2,0.0551100789198
166009,中欧新动力A,2,0.716419852445
